date,province,district,subdist,village,hi,ci,bi
2012-3,นครราชสีมา,พิมาย,ในเมือง,วังหิน,10,1.7,12
2012-3,นครราชสีมา,พิมาย,รังกาใหญ่,ฉกาจ,34,0.94,6
2012-3,นครราชสีมา,เมืองนครราชสีมา,หนองบัวศาลา,หนองบัวศาลา,42,13.95,59
2012-3,นครศรีธรรมราช,ขนอม,ควนทอง,เขาวัง,37.5,6.56,72.5
2012-3,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ชายคลอง,10,3.25,25
2012-3,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนวัดใหม่,10,2.8,22.5
2012-3,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนหนองหงษ์,5,1.53,12.5
2012-3,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ทุ่งโป๊ะ,12.5,3.91,30
2012-3,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ลำแบน,7.5,2.36,17.5
2012-3,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองบัว,7.5,1.26,12.5
2012-3,นครศรีธรรมราช,บางขัน,บางขัน,ปากแพรก,7.5,1.75,12.5
2012-3,นครศรีธรรมราช,บางขัน,บ้านนิคม,เขาวง,5,1.05,7.5
2012-3,นครศรีธรรมราช,บางขัน,บ้านนิคม,เหนือคลองซา,5,1.52,10
2012-3,นครศรีธรรมราช,บางขัน,บ้านลำนาว,พรุพรี,7.5,2.39,17.5
2012-3,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ลำนาว,2.5,0.35,2.5
2012-3,นครศรีธรรมราช,สิชล,สิชล,สระสี่มุม,37.5,6.56,72.5
2012-3,นนทบุรี,บางกรวย,บางขนุน,บางขนุน,24,22.64,96
2012-3,นนทบุรี,บางกรวย,บางขนุน,บางขนุน,26.09,9.79,50
2012-3,นนทบุรี,บางกรวย,บางขนุน,บางขนุน,34.15,18.27,87.8
2012-3,นนทบุรี,บางบัวทอง,ละหาร,ละหาร,11.9,1.79,11.9
2012-3,นนทบุรี,บางบัวทอง,ละหาร,ละหาร,6.82,2.48,9.09
2012-3,นนทบุรี,บางบัวทอง,ละหาร,ละหาร,10,5.78,25
2012-3,บุรีรัมย์,เมืองบุรีรัมย์,กระสัง,กระสัง,29,7.65,46
2012-3,บุรีรัมย์,ละหานทราย,โคกว่าน,โคกว่าน,12,2.47,17
2012-3,ปทุมธานี,คลองหลวง,คลองสาม,คลองสาม,80,25.45,142.5
2012-3,ปทุมธานี,คลองหลวง,คลองสาม,คลองสาม,27.5,6.88,37.5
2012-3,ปทุมธานี,คลองหลวง,คลองสาม,คลองสาม,75,21.15,137.5
2012-3,พัทลุง,บางแก้ว,โคกสัก,ห้วยเนียง,2,0.79,4
2012-3,พัทลุง,บางแก้ว,นาปะขอ,หาดไข่เต่า,19,2.84,35
2012-3,แพร่,เมืองแพร่,ป่าแดง,ป่าแดง,5.71,11.25,41.9
2012-3,แพร่,เมืองแพร่,สวนเขื่อน,สวนเขื่อน,27.52,5.73,27.52
2012-3,แม่ฮ่องสอน,ขุนยวม,ขุนยวม,ขุนยวม,0,0.23,2
2012-3,แม่ฮ่องสอน,ขุนยวม,ขุนยวม,ขุนยวม,0,0,0
2012-3,แม่ฮ่องสอน,ขุนยวม,ขุนยวม,ขุนยวม,0,0,0
2012-3,แม่ฮ่องสอน,ปาย,แม่ฮี้,แม่เย็น,0,0,0
2012-3,แม่ฮ่องสอน,ปาย,แม่ฮี้,ห้วยแก้ว,0,0,0
2012-3,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,ห้วยผา,แม่สุยะ,0,0,0
2012-3,ลำพูน,ป่าซาง,นครเจดีย์,โป่งรู,24,11.36,41
2012-3,ลำพูน,ป่าซาง,บ้านเรือน,หนองดู่,13,4.7,17
2012-3,ลำพูน,เมืองลำพูน,บ้านแป้น,หนองเต่า,6,1.18,6
2012-3,ลำพูน,เมืองลำพูน,หนองหนาม,ขว้าง,14,7.75,22
2012-3,สกลนคร,ภูพาน,หลุบเลา,ฮ่องสิม,30.69,8.77,44.55
2012-3,สกลนคร,เมืองสกลนคร,เหล่าปอแดง,ท่าวัดเหนือ,26,6.77,31
2012-3,สกลนคร,วานรนิวาส,หนองแวงใต้,โคกก่อง,29,7.52,34
2012-3,สกลนคร,สว่างแดนดิน,พันนา,โมน,16,9.75,31
2012-3,สระแก้ว,ตาพระยา,ทัพราช,หนองปรือ,0,0,0
2012-2,กระบี่,เมืองกระบี่,กระบี่น้อย,เขาตั้ง,12,2.48,15
2012-2,กาญจนบุรี,ท่าม่วง,รางสาลี่,สระกลอย,38,7.37,64
2012-2,กาญจนบุรี,ท่าม่วง,หนองตากยา,หนองตากยา,40,8.06,54
2012-2,กาญจนบุรี,ไทรโยค,ท่าเสา,ท่าเสา,17,3.14,21
2012-2,ชัยภูมิ,ภักดีชุมพล,วังทอง,ห้วยหินฝน,0,0,0
2012-2,ชัยภูมิ,ภักดีชุมพล,วังทอง,ห้วยหินฝน,0,0,0
2012-2,ชัยภูมิ,ภักดีชุมพล,วังทอง,ผาทอง,15,2.86,19
2012-2,เชียงใหม่,แม่ริม,โป่งแยง,โป่งแยงนอก,10,3,12
2012-2,เชียงใหม่,แม่ริม,เหมืองแก้ว,ดอนตัน,17,5.08,25
2012-2,นครปฐม,กำแพงแสน,กำแพงแสน,กำแพงแสน,0,0,0
2012-2,นครปฐม,กำแพงแสน,กำแพงแสน,กำแพงแสน,0,0,0
2012-2,นครปฐม,กำแพงแสน,กำแพงแสน,กำแพงแสน,0,0,0
2012-2,นครปฐม,นครชัยศรี,ขุนแก้ว,ขุนแก้ว,0,0,0
2012-2,นครปฐม,นครชัยศรี,นครชัยศรี,นครชัยศรี,0,0,0
2012-2,นครปฐม,นครชัยศรี,นครชัยศรี,นครชัยศรี,0,0,0
2012-2,นครปฐม,บางเลน,บางภาษี,บางภาษี,3,0.37,3
2012-2,นครปฐม,บางเลน,บางภาษี,บางภาษี,0,0,0
2012-2,นครปฐม,บางเลน,บางเลน,บ้านเหนือ,0,0,0
2012-2,นครปฐม,พุทธมณฑล,ศาลายา,ศาลายา,0,0,0
2012-2,นครปฐม,พุทธมณฑล,ศาลายา,ศาลายา,3,0.92,4
2012-2,นครปฐม,พุทธมณฑล,ศาลายา,ศาลายา,0,0,0
2012-2,นครปฐม,สามพราน,ท่าข้าม,ท่าข้าม,0,0,0
2012-2,นครปฐม,สามพราน,ไร่ขิง,ไร่ขิง,6,2.88,10
2012-2,นครศรีธรรมราช,ขนอม,ท้องเนียน,ท้องเนียน,75,40,195
2012-2,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,เกาะขันธ์,7.5,1.54,12.5
2012-2,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองนนทรีย์,10,2.95,22.5
2012-2,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังหอน,5,1.81,15
2012-2,นครศรีธรรมราช,ทุ่งสง,นาหลวงเสน,ใต้,18,4.59,30
2012-2,นครศรีธรรมราช,บางขัน,บางขัน,หน้าเขา,5,10.7,72.5
2012-2,นครศรีธรรมราช,บางขัน,บางขัน,คลองลำนาว,7.5,2.88,22.5
2012-2,นครศรีธรรมราช,บางขัน,บางขัน,ควนประหน้าเขา,2.5,0.92,7.5
2012-2,นครศรีธรรมราช,บางขัน,บ้านลำนาว,พรุพรี,5,1.62,12.5
2012-2,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ควนชก,7.5,2.13,17.5
2012-2,นครศรีธรรมราช,พระพรหม,ช้างซ้าย,ห้วยยูง,8,1.16,8
2012-2,นครศรีธรรมราช,พระพรหม,ช้างซ้าย,ไสมะนาว,9,1.58,11
2012-2,นครศรีธรรมราช,พระพรหม,นาพรุ,บ่อขรบ,4,0.68,4
2012-2,นครศรีธรรมราช,พระพรหม,นาพรุ,ห้วยระย้า,6,1.54,13
2012-2,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ปากนคร,ปากนคร,18,3.65,53
2012-2,พระนครศรีอยุธยา,บางบาล,บ้านกุ่ม,บ้านกุ่ม,23.33,6.99,66.67
2012-2,พระนครศรีอยุธยา,บางปะอิน,ตลิ่งชัน,ตลิ่งชัน,10,2.61,15
2012-2,พระนครศรีอยุธยา,บางปะอิน,ตลิ่งชัน,ตลิ่งชัน,20,6.18,27.5
2012-2,พระนครศรีอยุธยา,บางปะอิน,ตลิ่งชัน,ตลิ่งชัน,25,5.26,40
2012-2,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ประตูชัย,ประตูชัย,0,0,0
2012-2,พระนครศรีอยุธยา,เสนา,บางนมโค,บางนมโค,12.5,3.7,15
2012-2,พระนครศรีอยุธยา,เสนา,บางนมโค,บางนมโค,0,0,0
2012-2,พระนครศรีอยุธยา,เสนา,บางนมโค,บางนมโค,32.5,8.97,50
2012-2,พระนครศรีอยุธยา,อุทัย,คานหาม,คานหาม,35,15.03,57.5
2012-2,พระนครศรีอยุธยา,อุทัย,คานหาม,คานหาม,25,8.61,32.5
2012-2,พระนครศรีอยุธยา,อุทัย,คานหาม,คานหาม,42.5,13.28,80
2012-2,ระยอง,บ้านค่าย,หนองละลอก,ตรอกสัตบัน,23,7.73,43
2012-2,ราชบุรี,ดำเนินสะดวก,ดอนกรวย,ดอนกรวย,0,0,0
2012-2,ราชบุรี,ดำเนินสะดวก,ท่านัด,ท่านัด,0,0,0
2012-2,ราชบุรี,บางแพ,บางแพ,บางแพ,0,0,0
2012-2,ราชบุรี,บางแพ,โพหัก,โพหัก,0,0,0
2012-2,ราชบุรี,บางแพ,วังเย็น,วังเย็น,6,0.76,6
2012-2,สมุทรสาคร,กระทุ่มแบน,แคราย,แคราย,0,0,0
2012-2,สมุทรสาคร,กระทุ่มแบน,บางยาง,บางยาง,4,0.86,6
2012-2,สมุทรสาคร,กระทุ่มแบน,อ้อมน้อย,อ้อมน้อย,0,0,0
2012-2,สมุทรสาคร,บ้านแพ้ว,บ้านแพ้ว,บ้านแพ้ว,0,0,0
2012-2,สมุทรสาคร,บ้านแพ้ว,ยกกระบัตร,ยกกระบัตร,0,0,0
2012-2,สมุทรสาคร,บ้านแพ้ว,โรงเข้,โรงเข้,27,6.59,38
2012-2,สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,ทุ่งคอก,4,0.64,6
2012-2,สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,ปากคอก,6,1.41,14
2012-2,หนองคาย,โพนพิสัย,วัดหลวง,วัดหลวง,0,0,0
2012-2,หนองคาย,เมืองหนองคาย,ค่ายบกหวาน,ค่ายบกหวาน,0,0,0
2012-2,อุดรธานี,กุมภวาปี,กุมภวาปี,กุมภวาปี,0,0,0
2012-2,อุดรธานี,บ้านดุง,ศรีสุทโธ,ศรีสุทโธ,0,0,0
2012-2,อุดรธานี,บ้านผือ,บ้านผือ,บ้านผือ,0,0,0
2012-2,อุดรธานี,เพ็ญ,เพ็ญ,เพ็ญ,0,0,0
2012-2,อุดรธานี,เมืองอุดรธานี,หมากแข้ง,หมากแข้ง,0,0,0
2012-2,อุดรธานี,หนองหาน,หนองหาน,หนองหาน,0,0,0
2012-1,กระบี่,เขาพนม,เขาพนม,ห้วยเสียด,56.82,10.97,79.55
2012-1,กระบี่,เขาพนม,เขาพนม,ทับพล,56.1,8.95,68.29
2012-1,กระบี่,ปลายพระยา,ปลายพระยา,ปากน้ำ,10,1.58,12.5
2012-1,กระบี่,ปลายพระยา,ปลายพระยา,วังจา,0,0,0
2012-1,กระบี่,เมืองกระบี่,กระบี่น้อย,น้ำจาน,10,2.99,12.5
2012-1,กระบี่,เมืองกระบี่,กระบี่น้อย,นานอก,15,8.63,30
2012-1,กระบี่,อ่าวลึก,คลองหิน,ศาลาพระม่วง,10,2.4,12.5
2012-1,กระบี่,อ่าวลึก,คลองหิน,บน,10,1.2,7.5
2012-1,ตาก,แม่สอด,ด่านแม่ละเมา,ขุนท้ายปลาหลด,0,0,0
2012-1,ตาก,แม่สอด,ท่าสายลวด,ท่าอาจ,12.5,2.85,20
2012-1,ตาก,แม่สอด,พระธาตุผาแดง,แม่ดาวใหม่,20,1.49,12.5
2012-1,ตาก,แม่สอด,มหาวัน,ห้วยไม้แป้น,10,0.54,5
2012-1,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,ทุ่งโพธิ์,17.5,1.52,17.5
2012-1,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,อ้ายเลา,7.5,0.99,5
2012-1,นครศรีธรรมราช,ฉวาง,นาแว,ท่าแห้ง,30,7.51,65
2012-1,นครศรีธรรมราช,ฉวาง,นาแว,ควนยูง,35,7.49,57.5
2012-1,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,บ้านใสเหรียง,2.5,0.3,2.5
2012-1,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขาพระทอง,12.5,3.87,32.5
2012-1,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขากอย,7.5,2.86,22.5
2012-1,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ชายคลอง,17.5,4.37,50
2012-1,นครศรีธรรมราช,ชะอวด,เขาพระทอง,ทุ่งไม้ใผ่,10,3.48,30
2012-1,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนวัดใหม่,12.5,3.14,27.5
2012-1,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ทุ่งโป๊ะ,15,4.17,40
2012-1,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองนนทรีย์,2.5,0.23,2.5
2012-1,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนหรัง,15,3.56,35
2012-1,นครศรีธรรมราช,ชะอวด,วังอ่าง,คลองใหญ่,7.5,1.66,20
2012-1,นครศรีธรรมราช,ช้างกลาง,ช้างกลาง,นาวา,10,2.76,10
2012-1,นครศรีธรรมราช,ช้างกลาง,ช้างกลาง,หน้าเหมน,2.5,0.98,5
2012-1,นครศรีธรรมราช,เชียรใหญ่,แม่เจ้าอยู่หัว,บ่อล้อ,2.5,1.38,7.5
2012-1,นครศรีธรรมราช,เชียรใหญ่,แม่เจ้าอยู่หัว,ในวัง,10,1.91,17.5
2012-1,นครศรีธรรมราช,ถ้ำพรรณรา,ดุสิต,เกาะขวัญ,92.5,24.24,140
2012-1,นครศรีธรรมราช,ถ้ำพรรณรา,ดุสิต,ฉนวนจันทร์,67.5,10.12,105
2012-1,นครศรีธรรมราช,ทุ่งสง,นาหลวงเสน,ใต้,57.5,13.94,242.5
2012-1,นครศรีธรรมราช,ทุ่งสง,ปากแพรก,ปากแพรก,15,5.61,15
2012-1,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ไร่มุสลิม,15,19.19,47.5
2012-1,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,เหนือคลอง,57.5,13.87,107.5
2012-1,นครศรีธรรมราช,นาบอน,ทุ่งสง,หนองดี,47.5,16.48,185
2012-1,นครศรีธรรมราช,นาบอน,ทุ่งสง,นาแค,17.5,6.5,20
2012-1,นครศรีธรรมราช,บางขัน,บางขัน,คอกช้าง,17.5,2.08,17.5
2012-1,นครศรีธรรมราช,บางขัน,บางขัน,บางขัน,22.5,2.07,20
2012-1,นครศรีธรรมราช,พิปูน,พิปูน,ท้ายสำเภา,32.5,7.95,65
2012-1,นครศรีธรรมราช,พิปูน,พิปูน,หูนบ,35,8.73,77.5
2012-1,นครศรีธรรมราช,สิชล,ทุ่งใส,ฝ่ายท่า,75,16.11,145
2012-1,นครศรีธรรมราช,สิชล,ทุ่งใส,ห้วยหินลับ,65,31.25,150
2012-1,บุรีรัมย์,คูเมือง,ปะเคียบ,หนองบัวแดง,12,4.22,16
2012-1,บุรีรัมย์,คูเมือง,พรสำราญ,พรสำราญ,9,2.38,10
2012-1,บุรีรัมย์,โนนดินแดง,โนนดินแดง,ซับคะนิง,13,2.11,15
2012-1,บุรีรัมย์,พลับพลาชัย,สะเดา,เสม็ด,39,5.53,56
2012-1,บุรีรัมย์,พุทไธสง,บ้านแวง,บ้านแวง,11,2.5,12
2012-1,บุรีรัมย์,พุทไธสง,หายโศก,หายโศก,12,2.33,12
2012-1,บุรีรัมย์,ละหานทราย,ละหานทราย,น้อยลำคลอง,20,3.25,24
2011-12,กระบี่,เกาะลันตา,คลองยาง,ไท,10,1.99,10
2011-12,กระบี่,เกาะลันตา,คลองยาง,หลังโสด,2.5,0.66,2.5
2011-12,กระบี่,คลองท่อม,คลองท่อมใต้,เหนือ,5,1.32,5
2011-12,กระบี่,คลองท่อม,คลองท่อมใต้,คลองท่อมใต้,5,1.54,5
2011-12,กระบี่,ลำทับ,ลำทับ,นาพรุ,10,16.67,7.5
2011-12,กระบี่,เหนือคลอง,เหนือคลอง,เหนือคลอง,7.5,3.45,17.5
2011-12,กระบี่,เหนือคลอง,เหนือคลอง,ไสโป๊ะเหนือ,7.5,3.23,12.5
2011-12,นครศรีธรรมราช,ขนอม,ควนทอง,ท่าน้อย,15,5.56,25
2011-12,นครศรีธรรมราช,ขนอม,ควนทอง,เขาวัง,27.5,5.83,30
2011-12,นครศรีธรรมราช,เฉลิมพระเกียรติ,สวนหลวง,หน้าห้วย,7.5,1.38,5
2011-12,นครศรีธรรมราช,เฉลิมพระเกียรติ,สวนหลวง,ทุ่งเฟื้อ,80,14.97,147.5
2011-12,นครศรีธรรมราช,ชะอวด,ชะอวด,ท่าสะท้อน,2.5,1.78,10
2011-12,นครศรีธรรมราช,ท่าศาลา,ท่าศาลา,ท่าสูงบน,15,0,0
2011-12,นครศรีธรรมราช,ท่าศาลา,ท่าศาลา,สระบัว,52.5,16.41,105
2011-12,นครศรีธรรมราช,ปากพนัง,ปากพนังฝั่งตะวันตก,บางทวด,30,3.24,32.5
2011-12,นครศรีธรรมราช,ปากพนัง,ปากพนังฝั่งตะวันตก,บ้านเนิน,0,0,0
2011-12,นครศรีธรรมราช,พรหมคีรี,พรหมโลก,นอกท่า,0,0,0
2011-12,นครศรีธรรมราช,พรหมคีรี,พรหมโลก,ปลายอวน,17.5,4.64,22.5
2011-12,นครศรีธรรมราช,พระพรหม,ช้างซ้าย,ท่าจาม,0,0,0
2011-12,นครศรีธรรมราช,พระพรหม,ช้างซ้าย,ไสมะนาว,7.5,3.25,12.5
2011-12,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ปากนคร,ปากนคร,0,0,0
2011-12,นครศรีธรรมราช,ร่อนพิบูลย์,ร่อนพิบูลย์,หนองกก,5,0.82,5
2011-12,นครศรีธรรมราช,ร่อนพิบูลย์,ร่อนพิบูลย์,ต้นกอ,15,1.61,15
2011-12,นครศรีธรรมราช,ลานสกา,กำโลน,กำโลน,25,3.65,37.5
2011-12,นครศรีธรรมราช,ลานสกา,กำโลน,วังไทร,2.5,1.27,5
2011-12,นครศรีธรรมราช,สิชล,ทุ่งใส,ฝ่ายท่า,47.5,14.67,55
2011-12,นครศรีธรรมราช,สิชล,ทุ่งใส,ห้วยทรายทอง,52.5,3.98,22.5
2011-12,นครศรีธรรมราช,หัวไทร,หัวไทร,หัวไทร,0,0,0
2011-12,นครศรีธรรมราช,หัวไทร,หัวไทร,หัวไทร,17.5,2.83,32.5
2011-12,นครศรีธรรมราช,หัวไทร,หัวไทร,ลำคลอง,10,0.26,2.5
2011-12,นครศรีธรรมราช,หัวไทร,หัวไทร,ลำคลอง,0,0,0
2011-11,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ลานนา,10,2.83,20
2011-11,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ทุ่งใหญ่,12.5,3.81,22.5
2011-11,นครศรีธรรมราช,ชะอวด,ท่าประจะ,สี่แยก,15,4.36,30
2011-11,นครศรีธรรมราช,ชะอวด,วังอ่าง,วังหอน,15,4.69,25
2011-10,กระบี่,ลำทับ,ดินอุดม,ป่าใหม่,2.5,0.39,2.5
2011-10,กระบี่,ลำทับ,ทุ่งไทรทอง,ทุ่งทับควาย,5,0.83,5
2011-10,กระบี่,ลำทับ,ทุ่งไทรทอง,เกาะไทร,10,1.62,10
2011-10,กระบี่,ลำทับ,ทุ่งไทรทอง,บางบอนใต้,5,0.82,5
2011-10,กระบี่,ลำทับ,ลำทับ,นาพรุ,2.5,0.38,2.5
2011-10,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขากอย,15,0.57,2.5
2011-10,นครศรีธรรมราช,ชะอวด,ท่าประจะ,สี่แยก,12.5,4.07,30
2011-10,นครศรีธรรมราช,ทุ่งสง,ถ้ำใหญ่,ไสใหญ่,32.5,12.04,97.5
2011-10,นครศรีธรรมราช,ทุ่งสง,ถ้ำใหญ่,ไร่ควน,37.5,11.31,112.5
2011-9,กระบี่,คลองท่อม,คลองท่อมใต้,เหนือ,7.5,1.81,7.5
2011-9,กระบี่,คลองท่อม,คลองท่อมใต้,นาใน,10,2.38,10
2011-9,กระบี่,คลองท่อม,คลองท่อมใต้,หน้าค่าย,7.5,1.76,7.5
2011-9,กระบี่,คลองท่อม,คลองพน,คลองพน,10,2.37,10
2011-9,กระบี่,คลองท่อม,คลองพน,ดินนา,10,2.5,10
2011-9,กระบี่,คลองท่อม,คลองพน,คลองไครใต้,7.5,1.78,7.5
2011-9,กระบี่,คลองท่อม,ห้วยน้ำขาว,ห้วยน้ำขาว,7.5,1.81,7.5
2011-9,กระบี่,คลองท่อม,ห้วยน้ำขาว,ห้วยน้ำขาว,10,2.41,10
2011-9,กระบี่,ลำทับ,ทุ่งไทรทอง,ทุ่งทับควาย,0,0,0
2011-9,กระบี่,ลำทับ,ทุ่งไทรทอง,บางบอนใต้,5,0.81,5
2011-9,กระบี่,ลำทับ,ลำทับ,นาพรุ,5,0.75,5
2011-9,นครศรีธรรมราช,ฉวาง,กะเปียด,กะเปียด,30,3.01,30
2011-9,นครศรีธรรมราช,ฉวาง,กะเปียด,คลองขัน,25,2.75,25
2011-9,นครศรีธรรมราช,ฉวาง,นาแว,ควนสวรรค์,42.5,4.16,42.5
2011-9,นครศรีธรรมราช,ฉวาง,นาแว,ควนยูง,37.5,4.23,37.5
2011-9,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,เกาะขันธ์,7.5,1.61,13.75
2011-9,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,เกาะขันธ์,6.25,1.23,10
2011-9,นครศรีธรรมราช,ชะอวด,เขาพระทอง,เขาพระทอง,9.17,2.11,15
2011-9,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ท่าประจะ,7.5,2,15
2011-9,นครศรีธรรมราช,ชะอวด,บ้านตูล,บ้านตูล,7.5,1.72,13.75
2011-9,นครศรีธรรมราช,ชะอวด,บ้านตูล,บ้านตูล,8.75,1.89,15
2011-9,นครศรีธรรมราช,ชะอวด,บ้านตูล,บ้านตูล,10,2.47,20
2011-9,นครศรีธรรมราช,ทุ่งสง,ควนกรด,ทุ่งชน,17.5,7.2,65
2011-9,นครศรีธรรมราช,ทุ่งสง,ควนกรด,ทุ่งชน,20,3.77,20
2011-9,นครศรีธรรมราช,ทุ่งสง,ควนกรด,แม่น้ำ,22.5,8.45,60
2011-9,นครศรีธรรมราช,ทุ่งสง,ที่วัง,ที่วัง,17.5,4.43,22.5
2011-9,นครศรีธรรมราช,ทุ่งสง,นาไม้ไผ่,นาไม้ไผ่,22.5,4.11,22.5
2011-9,นครศรีธรรมราช,ทุ่งสง,นาไม้ไผ่,นาไม้ไผ่,22.5,4.76,22.5
2011-9,นครศรีธรรมราช,ทุ่งสง,นาไม้ไผ่,บ้านหน้าเขา,27.5,10.86,95
2011-9,นครศรีธรรมราช,บางขัน,บางขัน,บางขัน,12.5,3.46,25
2011-9,นครศรีธรรมราช,บางขัน,บ้านนิคม,บ้านนิคม,10,3.72,27.5
2011-9,นครศรีธรรมราช,บางขัน,บ้านนิคม,บ้านนิคม,12.5,13.44,102.5
2011-9,นครศรีธรรมราช,บางขัน,บ้านนิคม,บ้านนิคม,10,2.33,15
2011-9,นครศรีธรรมราช,บางขัน,บ้านนิคม,บ้านนิคม,12.5,3.38,25
2011-9,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บ้านลำนาว,7.5,2.65,20
2011-9,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บ้านลำนาว,10,2.7,20
2011-9,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บ้านลำนาว,7.5,2.65,20
2011-9,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บ้านลำนาว,10,2.7,20
2011-8,กระบี่,เมืองกระบี่,ไสไทย,ไสไทย,4,1.09,4
2011-8,กระบี่,เหนือคลอง,ห้วยยูง,ห้วยยูง,6,0.41,3
2011-8,กาญจนบุรี,ท่าม่วง,รางสาลี่,สระกลอย,42,8.45,84
2011-8,กาญจนบุรี,ท่าม่วง,หนองตากยา,หนองตากยา,68,18.76,176
2011-8,กาญจนบุรี,ไทรโยค,ท่าเสา,ท่าเสา,30,5.68,50
2011-8,นครปฐม,นครชัยศรี,ขุนแก้ว,ขุนแก้ว,10,2.6,16
2011-8,นครปฐม,พุทธมณฑล,ศาลายา,ศาลายา,4,4.62,29
2011-8,นครปฐม,สามพราน,ไร่ขิง,ไร่ขิง,0,0,0
2011-8,นครศรีธรรมราช,ฉวาง,นาแว,ควนยูง,7.5,3,25
2011-8,นครศรีธรรมราช,ทุ่งสง,หนองหงส์,หนองหงส์,4,1.33,10
2011-8,นครศรีธรรมราช,พระพรหม,ช้างซ้าย,ช้างซ้าย,6.43,0.72,3.57
2011-8,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ปากพูน,ท่าแพ,5,0.83,6
2011-8,ราชบุรี,ดำเนินสะดวก,ดอนกรวย,ดอนกรวย,0,0,0
2011-8,ราชบุรี,บางแพ,วังเย็น,วังเย็น,5,0.62,5
2011-8,ราชบุรี,บ้านโป่ง,ปากแรต,ปากแรต,28,3.75,36
2011-8,ราชบุรี,โพธาราม,โพธาราม,โพธาราม,22,4.5,25
2011-8,ราชบุรี,เมืองราชบุรี,ดอนตะโก,ดอนตะโก,0,0,0
2011-8,สมุทรสาคร,กระทุ่มแบน,แคราย,แคราย,20,4.87,19
2011-8,สมุทรสาคร,บ้านแพ้ว,โรงเข้,โรงเข้,2,0.35,2
2011-8,สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,ทุ่งคอก,18,2.52,24
2011-8,สุพรรณบุรี,สองพี่น้อง,ทุ่งคอก,ปากคอก,14,2.03,20
2011-7,กระบี่,คลองท่อม,คลองพน,ดินนา,10,2.4,10
2011-7,กระบี่,คลองท่อม,ห้วยน้ำขาว,ห้วยน้ำขาว,7.5,1.66,7.5
2011-7,กระบี่,คลองท่อม,ห้วยน้ำขาว,คลองแค,7.5,1.79,7.5
2011-7,กระบี่,คลองท่อม,ห้วยน้ำขาว,น้ำตกขาว,10,2.19,10
2011-7,กระบี่,ลำทับ,ทุ่งไทรทอง,ทุ่งทับควาย,2.5,0,0
2011-7,กระบี่,ลำทับ,ทุ่งไทรทอง,เกาะไทร,2.5,1.89,2.5
2011-7,กระบี่,ลำทับ,ลำทับ,นาพรุ,2.5,1.56,2.5
2011-7,นครศรีธรรมราช,ฉวาง,ห้วยปริก,ปากกา,17.5,2.2,17.5
2011-7,นครศรีธรรมราช,ฉวาง,ห้วยปริก,คลองสาย,20,2.32,20
2011-7,นครศรีธรรมราช,ทุ่งสง,เขาขาว,เขาขาว,27.5,11.66,100
2011-7,นครศรีธรรมราช,ทุ่งสง,ถ้ำใหญ่,น้ำพุ,40,12.53,140
2011-7,นครศรีธรรมราช,ทุ่งสง,นาหลวงเสน,คอกช้าง,30,6.65,62.5
2011-7,นครศรีธรรมราช,ทุ่งสง,น้ำตก,น้ำตก,40,11.5,122.5
